--,UAF-EINV-INI-LOG
KFS-EIN-SCIKF,UAF-EINV-ASM-SCIQ
KFS-EIN-EINVX2K,UAF-EINV-EXE-EINVEXTR
KFS-EIN-EINVE,UAF-EINV-DLV-EINVEXTR
--,UAF-EINV-FIN-LOG
--,UAF-EINV-DLV-LOG
--,UAF-ARCHB-INI-LOG
KFS-ARC-LDBDGK,UAF-ARCHB-EXE-BUILDINGS
KFS-ARC-LDRMSK,UAF-ARCHB-EXE-ROOMS
KFS-ARC-REPSE,UAF-ARCHB-DLV-LOADRPT
--,UAF-ARCHB-FIN-LOG
--,UAF-ARCHB-DLV-LOG
--,UAF-INVREC-INI-LOG
KFS-ARR-BICTFFS,UAF-INVREC-INI-WAITFORBI
KFS-ARR-INVRECK,UAF-INVREC-EXE-INVREC
--,UAF-INVREC-FIN-LOG
--,UAF-INVREC-DLV-LOG
--,UAF-WKEMAIL-INI-LOG
KFS-WML-WEEKLYK,UAF-WKEMAIL-EXE-WEEKLY-EMAIL
--,UAF-WKEMAIL-FIN-LOG
--,UAF-WKEMAIL-DLV-LOG
KFS-RED-PCDHS,UAF-PCARDH-INI-SCRIPT
--,UAF-PCARDH-INI-LOG
KFS-PCD-JPMCCIF,UAF-PCARDH-ASM-PCRDHLD
KFS-PCD-CARDIF,UAF-PCARDH-ASM-PCRDHLD-LOCAL
KFS-PCD-JPMCCIF,UAF-PCARDH-TRF-JPMC-PUSH
KFS-PCD-CARDCF,UAF-PCARDH-TRF-JPMC-WAIT
KFS-PCD-CARDKF,UAF-PCARDH-TRF-JPMC-PULL
KFS-PCD-CRDHLDR,UAF-PCARDH-EXE-LOADHLD
--,UAF-PCARDH-FIN-LOG
--,UAF-PCARDH-DLV-LOG
KFS-RED-PCDOS,UAF-PCARDT-INI-SCRIPT
--,UAF-PCARDT-INI-LOG
KFS-PCD-JPMCTIF,UAF-PCARDT-ASM-PCRDTRX
KFS-PCD-TRANSIF,UAF-PCARDT-ASM-PCRDTRX-LOCAL
KFS-PCD-JPMCTIF,UAF-PCARDT-TRF-JPMC-PUSH
KFS-PCD-TRANSCF,UAF-PCARDT-TRF-JPMC-WAIT
KFS-PCD-TRANSKF,UAF-PCARDT-TRF-JPMC-PULL
KFS-PCD-CRDDOCK,UAF-PCARDT-EXE-CREATEDOCS
KFS-PCD-PCDOAAE,UAF-PCARDT-DLV-AUTORPT
--,UAF-PCARDT-FIN-LOG
--,UAF-PCARDT-DLV-LOG
